timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779417753509,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417753134,414,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,5,5,null,0,0,0
1779417753134,405,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,405,0,0
1779417753539,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,9,0,0
1779417753548,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,790,374,5,5,null,0,0,0
1779417753548,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753549,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417753550,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,5,5,null,0,0,0
1779417753550,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417753223,427,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,13115,382,5,5,null,0,1,0
1779417753223,420,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,420,0,0
1779417753644,7,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,7,0,0
1779417753652,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-5,,false,,790,374,5,5,null,0,0,0
1779417753652,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753653,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417753654,1,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,3922,187,5,5,null,0,1,0
1779417753654,1,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,1,0,0
1779417753330,395,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,13115,382,5,5,null,0,0,0
1779417753330,388,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,388,0,0
1779417753718,7,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,7,0,0
1779417753726,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-4,,false,,790,374,5,5,null,0,0,0
1779417753726,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753727,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417753728,1,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,3922,187,5,5,null,0,1,0
1779417753728,1,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,1,0,0
1779417753426,375,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,5,5,null,0,0,0
1779417753426,367,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,367,0,0
1779417753793,8,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,8,0,0
1779417753801,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,790,374,5,5,null,0,0,0
1779417753801,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753802,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417753803,4,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,5,5,null,0,0,0
1779417753803,4,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,4,0,0
1779417753511,346,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-3,,true,,13115,382,5,5,null,0,1,0
1779417753511,336,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,336,0,0
1779417753848,10,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,9,0,0
1779417753858,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-3,,false,,790,374,5,5,null,0,0,0
1779417753858,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753859,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417753860,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-3,,true,,3922,187,5,5,null,0,0,0
1779417753860,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417753552,343,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,5,5,null,0,1,0
1779417753552,335,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,335,0,0
1779417753888,8,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,8,0,0
1779417753929,1,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,790,374,5,5,null,0,1,0
1779417753929,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753931,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,0,0,0
1779417753931,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,5,5,null,0,1,0
1779417753932,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,1,0,0
1779417753656,339,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,13115,382,5,5,null,0,1,0
1779417753656,330,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,330,0,0
1779417753987,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,9,0,0
1779417753996,1,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-5,,false,,790,374,5,5,null,0,1,0
1779417753996,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417753998,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,0,0,0
1779417753998,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,3922,187,5,5,null,0,0,0
1779417753998,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417753730,366,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,13115,382,5,5,null,0,1,0
1779417753730,348,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,348,0,0
1779417754079,18,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,18,0,0
1779417754097,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-4,,false,,790,374,5,5,null,0,1,0
1779417754097,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754099,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754100,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,3922,187,5,5,null,0,0,0
1779417754100,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,3,0,0
1779417753807,412,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,5,5,null,0,1,0
1779417753807,404,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,404,0,0
1779417754211,8,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,8,0,0
1779417754220,1,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,790,374,5,5,null,0,0,0
1779417754220,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754221,0,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,0,0,0
1779417754222,1,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,5,5,null,0,0,0
1779417754222,1,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,1,0,0
1779417753862,405,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-3,,true,,13115,382,5,5,null,0,0,0
1779417753862,394,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,394,0,0
1779417754256,11,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,10,0,0
1779417754267,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-3,,false,,790,374,5,5,null,0,0,0
1779417754267,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754268,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754269,4,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-3,,true,,3922,187,5,5,null,0,0,0
1779417754269,4,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,4,0,0
1779417753934,402,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,13115,382,5,5,null,0,1,0
1779417753934,393,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,393,0,0
1779417754328,9,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,9,0,0
1779417754338,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-1,,false,,790,374,5,5,null,0,0,0
1779417754338,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754339,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754340,3,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-1,,true,,3922,187,5,5,null,0,0,0
1779417754340,3,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-1,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,3,0,0
1779417754001,411,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,13115,382,5,5,null,0,0,0
1779417754001,393,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,393,0,0
1779417754394,18,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,18,0,0
1779417754442,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-5,,false,,790,374,5,5,null,0,0,0
1779417754442,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754443,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754445,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-5,,true,,3922,187,5,5,null,0,1,0
1779417754445,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-5,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417754103,411,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,13115,382,5,5,null,0,0,0
1779417754103,396,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,396,0,0
1779417754499,15,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,15,0,0
1779417754514,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-4,,false,,790,374,5,5,null,0,0,0
1779417754514,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754515,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754516,2,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-4,,true,,3922,187,5,5,null,0,0,0
1779417754516,2,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-4,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,2,0,0
1779417754223,424,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,13115,382,5,5,null,0,0,0
1779417754223,390,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,390,0,0
1779417754613,34,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,34,0,0
1779417754647,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-2,,false,,790,374,5,5,null,0,0,0
1779417754647,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
1779417754648,1,GET /guardias,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,false,GET /guardias debe retornar 200,395,188,5,5,http://192.168.100.2/api/guardias,1,0,0
1779417754649,11,TX - Visitas Service,200,"Number of samples in transaction : 1, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-2,,true,,3922,187,5,5,null,0,0,0
1779417754649,11,GET /api/visitas,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-2,text,true,,3922,187,5,5,http://192.168.100.2/api/visitas,11,0,0
1779417754273,402,TX - Incidentes Service,200,"Number of samples in transaction : 2, number of failing samples : 0",[TG1] SMOKE TEST - Verificacion Basica 1-3,,true,,13115,382,5,5,null,0,0,0
1779417754273,390,GET /incidentes,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,11824,190,5,5,http://192.168.100.2/api/incidentes,390,0,0
1779417754663,12,GET /incidentes/1,200,OK,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,true,,1291,192,5,5,http://192.168.100.2/api/incidentes/1,12,0,0
1779417754675,2,TX - Usuarios Service,404,"Number of samples in transaction : 2, number of failing samples : 2",[TG1] SMOKE TEST - Verificacion Basica 1-3,,false,,790,374,5,5,null,0,0,0
1779417754675,1,GET /presos,404,Not Found,[TG1] SMOKE TEST - Verificacion Basica 1-3,text,false,GET /presos debe retornar 200,395,186,5,5,http://192.168.100.2/api/presos,1,0,0
